Genome	Sample01	Sample02	Sample03	Sample04	Sample05	Sample06	Sample07	Sample08	Sample09	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20	Sample21	Sample22	Sample23	Sample24	Sample25	Sample26	Sample27	Sample28	Sample29	Sample30	Sample31	Sample32	Sample33	Sample34
MAG01285_bin.19	17607	0	4030	1080	0	390	1814	0	966	0	1008	0	0	807	0	0	387513	6841	0	900	0	653	5648	0	730	0	270	9933	0	439	967	1154	1153	725
MAG01285_bin.1	1640	0	3038	5415	3380	9451	0	4940	4432	2617	2996	5442	2534	11197	2423	0	739858	3119	94	3716	1321	398911	7626	790	1762	1936	2703	0	3670	4461	5664	3777	1898	5492
MAG01285_bin.23	4082	9061	3416	31903	22035	74941	0	8629	2553	8675	5622	0	0	8383	6273	1104	148311	8782	0	3785	6391	89714	4729	3943	11541	3452	4886	11343	7591	35131	16094	9956	7494	34020
MAG01285_bin.25	0	11713	1304	33257	71623	198253	11342	2463	4968	3014	11639	1314	13677	29881	1364	1916	229117	1979	0	10704	2897	72748	0	7589	4770	0	10200	2281	20038	37378	9645	30708	3816	2819
MAG01285_bin.27	1500	6822	1302	9571	2811	285659	3151	2803	0	2130	1868	0	4106	0	2138	8131	637252	2999	0	0	0	28156	1751	0	445	1821	1153	2282	2614	158150	0	2356	580	2905
MAG01285_bin.28	31064	28962	23371	28138	9164	98447	31338	7722	16002	3949	12942	3593	7109	11145	15220	969	413950	27993	0	13261	11723	422716	25944	7194	14577	23220	9496	16621	5207	11023	15614	79637	14860	22450
MAG01285_bin.35	32905	15780	23519	28490	18056	36976	29814	3875	9275	7252	14617	0	9746	3970	12244	0	65225	4850	0	6526	12313	30593	15719	11912	42764	40300	6819	0	30250	27865	30557	45010	29835	18654
MAG01285_bin.37	2892	6936	1580	14966	13722	5619	3998	1590	0	989	10383	92	8445	3007	6974	0	63873	2679	0	653	3717	6263	0	4911	12156	1562	2051	0	386	10259	13328	14968	7371	506
MAG01285_bin.4	20780	1315789	849467	119851	3162	189367	14652	347081	850348	327436	263190	0	3966	307106	1339735	0	821556	632331	0	14707	101522	372620	21626	2553	5309	2677507	546484	25285	1505	625515	14377	84661	347178	6513
MAG01296_bin.12	634372	20783	2380	20514	201814	54440	10277	397130	10866	0	1904	0	321341	86402	165498	2959	1271	51986	0	0	66977	27137	132690	0	4474	80815	2301	327415	0	305598	120152	25105	16534	93111
MAG01296_bin.15	32162	108396	77681	103101	6513	60323	195013	2482238	8803	45241	111170	0	12242	29565	55249	4216	22551	28296	0	54803	284425	61029	78146	22235	9845	13748	26687	116692	3944	132304	128543	71087	95543	220822
MAG01296_bin.16	0	786	0	202	0	452	292	146060	0	741	0	393	21642	0	229	0	159	0	0	0	0	0	286	0	0	147	0	154	10004	0	10504	0	0	474
MAG01296_bin.23	16952	11642	6122	9477	12272	10502	5698	128150	0	3153	4032	0	3881	32048	16448	920	14736	16783	0	3341	4328	17405	8600	3703	3793	6829	3605	14979	9301	13147	8175	13087	9906	8521
MAG01297_bin.11	105758	39604	401467	45490	40753	61337	42721	16130	12711	14378	37748	0	26304	16572	32361	181	36698	20820	0	10281	34746	70183	43859	17181	93423	108494	18179	0	16690	57922	46737	50786	44587	51062
MAG01297_bin.12	14526	39988	263946	0	6865	13166	0	23813	0	7700	30378	0	0	24179	223716	0	11569	294	0	4017	0	42467	490	23818	1733	0	38079	0	284	33059	0	30612	985	160
MAG01297_bin.16	2726	0	361553	3264	917	2703	0	123216	0	265	0	0	0	105800	180343	0	590	139955	0	289	0	0	2451	0	1994	0	237	0	0	26862	0	1263	598	1301
MAG01297_bin.19	2394	11444	444771	2853	34003	0	1903	7562	0	22933	0	0	0	12690	143732	188	1783	30482	0	1727	1481	0	101272	1030	7844	1925	0	0	19651	45768	1977	12006	3262	800
MAG01297_bin.20	22791	66959	1038414	70545	25626	17816	5484	0	2788	2797	0	0	0	615219	57828	0	5507	12966	1225	14172	89911	18727	287858	8715	50223	16381	5244	3758	8365	8173	0	10484	81678	373
MAG01297_bin.23	0	78	53483	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	9881	0	0	0	0	0
MAG01297_bin.25	3681	6211	1017780	0	93382	12655	136787	2333	46602	16558	3611	8907	6989	104621	5796	14251	7692	5603	7390	12200	312729	72801	4775	45412	240921	10066	150604	6105	55331	56938	79990	185154	105871	3415
MAG01297_bin.28	0	11091	217967	0	0	0	0	33185	0	0	6	0	0	0	66442	0	595	61625	0	0	0	0	41551	0	0	0	0	75	0	0	0	20	0	13
MAG01297_bin.29	28100	7542	52867	2932	0	6802	0	23629	2554	0	3118	0	1482	11744	50675	276925	0	29401	93	2643	1161	681	54749	1350	1451	47263	4428	0	3724	0	1640	3697	2482	2704
MAG01297_bin.7	0	1205	190534	0	0	94	0	19186	0	0	12	0	0	49	59049	0	1284	50340	0	0	0	26	35498	0	17	0	0	16	0	7480	0	0	49	26
MAG01297_bin.9	34660	16214	148522	20169	13226	20137	15218	62465	1942	8983	6773	9746	25823	46599	31965	9286	8907	64369	0	5143	4118	13415	45774	0	4630	40452	5981	77652	12448	13989	10529	10815	5673	22756
MAG01298_bin.10	37746	11191	4481	8376	0	6323	4340	24327	1406	3405	3402	0	6080	39635	87440	2225	0	27842	0	2516	3414	8689	19954	2511	3434	12299	2703	17120	7004	9508	6383	0	6547	9434
MAG01298_bin.14	10987	187277	92250	232485	2830	138709	380715	20477	14596	100684	238018	0	6102	67178	738915	3017	28720	33014	0	154603	515426	157787	111384	30267	12249	6973	31614	181577	0	248673	270868	98181	175240	533192
MAG01298_bin.17	0	10071	22926	0	0	0	0	68032	1786	0	0	0	0	0	125426	0	0	0	0	0	0	0	12	0	0	11	0	0	0	0	0	30960	0	3
MAG01298_bin.19	0	227	0	386	40125	5746	0	0	93	5574	0	0	0	301	105581	0	280	0	0	30	0	230	0	11825	0	384	0	788	0	137	0	32982	299	26
MAG01298_bin.22	237701	41112	174440	79019	16891	30639	27390	154004	23811	13189	42459	3646	18624	280692	900910	39265	15218	183904	1875	28546	13423	8045	125965	21975	6410	459357	26553	374167	10470	13417	0	45426	19465	39374
MAG01298_bin.23	0	76100	1618	0	308	1153	0	141965	952	46677	912	0	0	143144	420137	0	9435	0	0	1340	0	275	0	179	0	13744	0	0	0	784	2216	2800	1653	64
MAG01298_bin.25	91381	35870	45506	35057	27133	46496	32687	9949	10595	10915	31031	0	22727	10035	92177	0	27741	11931	931	8502	31266	52146	33271	14602	92709	101127	14635	1074	11473	65676	27949	33031	28691	40105
MAG01298_bin.36	153243	0	11692	0	0	0	979	94048	5604	0	0	0	0	126125	815766	421444	0	461008	0	0	285	580	236577	0	243	517057	0	2990	0	0	183	0	459	358
MAG01298_bin.39	26814	5860	10751	10814	16418	8531	1594	3511	2304	14918	0	0	0	14788	78995	0	5805	18878	1081	0	62654	8916	9806	1859	51302	3932	8332	0	1607	8003	11016	10269	21419	11892
MAG01298_bin.3	0	0	4855	0	0	0	0	11655	0	0	0	0	0	1674	36575	0	0	3484	0	3624	4425	0	387	0	0	11	8182	0	0	0	0	1628	5709	6333
MAG01299_bin.14	302164	7063	66244	351926	118644	9218	29010	0	2711	9484	0	0	0	52842	269647	0	1653	37228	0	57215	463322	79706	26613	38342	224963	447179	20720	0	36587	0	21965	14900	406874	160
MAG01299_bin.15	220501	286364	90747	77686	3360	102538	194866	64967	653085	8344	183526	0	4669	40643	121288	137693	19567	59489	0	133133	68640	56905	97571	3771	0	2362142	118472	61995	1330	40113	12529	157544	99693	20994
MAG01299_bin.18	0	6783	8298	104376	1202	26197	49099	103589	17021	2572	86945	0	955	1390	54193	0	5644	7006	0	13301	11279	0	9316	0	3454	1266166	25906	8182	0	106427	0	1485	81400	12060
MAG01299_bin.19	7531	146149	304529	230196	13478	37822	38827	24535	98968	6854	31647	0	0	40982	46986	0	70051	31083	1884	1414	3756	18279	16067	4573	973518	1091697	13636	293	16986	18935	4560	11303	19048	681
MAG01299_bin.20	1676742	22768	3782	21301	516007	190905	29740	236895	23555	3122	7026	0	853006	213135	392544	7563	2311	94303	91	8245	155123	63408	344886	2927	0	560586	5607	865396	979	772924	265171	33239	8917	223869
MAG01299_bin.21	6991	0	6924	3226	1929	2223	0	26943	0	985	1018	1913	2307	4879	64804	4616	0	4678	0	947	0	999	5886	788	581	149062	0	14247	1092	0	917	0	0	103446
MAG01299_bin.22	5722	786	19739	0	61222	0	0	22345	4024	8426	1132	0	0	2370	1491	0	0	20136	0	586	0	546	43949	0	0	210973	0	16857	0	299	298	0	0	7003
MAG01299_bin.4	2215	188	8059	0	312	0	721	188653	0	192	0	0	0	207215	91	0	0	157281	0	1531	0	481	331824	0	41	413560	0	2415	0	243	392	2663	0	97
MAG01299_bin.9	53862	39048	20933	15960	31351	19825	36720	12012	7110	8708	30006	0	29868	12844	10592	0	9929	16354	0	8037	32923	25857	21639	15264	28002	264967	12644	0	14248	29929	17701	30458	31856	33066
MAG01300_bin.14	12034	0	12300	0	29	0	0	48822	0	0	0	0	0	57151	74549	319063	0	106777	0	0	0	91	958707	93	0	171782	0	12224	0	47	0	0	0	47
MAG01300_bin.16	287878	3835	2670	53869	587	6162	2391	52783	1532	293	1007	0	14821	72885	3322	933	22446	3240	0	0	0	950	567902	15991	0	2764	40372	2681	0	8362	894	1128	0	598
MAG01300_bin.1	2889	0	8021	0	673	0	0	12511	0	489	0	0	0	191108	9626	188935	1180	8914	0	0	350	1354	1008390	94	0	5590	298	15109	0	1123	0	606	0	1906
MAG01300_bin.20	0	13376	9773	2882	2724	0	1612	38441	1116	71576	0	0	0	140641	25013	0	9742	1720	0	1002	0	2925	197448	1402	13785	4561	1054	0	5614	10549	1632	1261	7786	1800
MAG01300_bin.25	447944	1975	62619	0	786	2554	2663	197473	0	915	2841	0	3752	75875	479398	308160	0	142521	0	8530	1020	1484	1160579	923	0	574249	0	37532	895	997	0	4951	1323	1122
MAG01300_bin.27	1677	2012	3122	0	1974	2327	2382	17445	0	2307	1133	3425	9325	127472	6979	0	3887	30789	0	1363	1132	1916	569139	0	547	0	1790	9527	16396	1584	790	3205	1364	2973
MAG01300_bin.31	49106	52422	725311	15154	1373	16803	40731	495390	50678	2114	36211	0	0	13503	384539	17033	4053	603886	0	28680	12219	18986	1270682	4746	0	92824	23991	661076	0	10663	10518	33681	24519	8319
MAG01300_bin.39	3453	494	8433	1274	0	0	292	13014	0	664	0	1213	0	368009	0	1779860	1912	357126	0	0	0	1120	548949	0	139	0	291	24502	0	953	0	795	0	768
MAG01300_bin.3	5624	8712	39879	3777	6006	14015	0	37231	894	6553	3354	4041	7507	223373	38157	68814	7959	74593	0	0	486	25974	666004	1775	2023	5607	3471	14811	3920	14710	2881	0	2803	3145
MAG01300_bin.6	0	2532	1728	183	0	1280	1441	8505	0	0	317	387	0	1484631	3490	2709	1100	7956226	0	1001	0	1162	2939674	0	193	8141	0	192286	1430	0	0	895	0	431
MAG01300_bin.8	213159	46532	193740	22171	5205	12963	43506	58878	26744	8222	29047	0	31202	42982	195772	243751	0	144752	1305	34969	40484	10527	848380	19925	57099	182956	30403	319017	9577	12495	13177	12065	5968	31716
MAG01301_bin.16	5783	26402	7512	26906	39318	25945	57245	1645	25053	6644	2140	0	1342	71345	1306	0	21089	409094	0	28998	1896	43624	247166	14615	27608	5717	3650	0	40824	25895	112243	65759	58489	2908
MAG01301_bin.19	4114	11343	19213	3921	0	4134	0	16497	885	0	3397	0	4296	14446	24490	13092	3028	570342	0	1707	0	3524	192150	0	0	3940	1311	155962	0	2789	1955	0	10107	2025
MAG01301_bin.22	11402	3642	146906	2777	3251	0	4504	22855	0	3564	1531	1103	4462	85954	46114	93385	3887	641893	0	1983	0	4583	66799	0	1084	55257	1918	13992	4988	3030	1740	3093	0	2210
MAG01301_bin.24	1975	2240	4323	6509	0	1533	4991	0	2181	927	0	0	283	97562	259116	2178680	2888	275512	0	8448	3681	3655	176437	1502	0	2168	0	3373	3008	1083	6849	5638	0	2416
MAG01301_bin.26	779120	34123	58236	58379	21688	18691	27717	264717	9394	11889	24878	0	19226	229615	19980	26285	10172	899785	0	18036	33601	29173	285801	14320	24211	201177	16953	29230	12270	21956	23902	43128	29261	25171
MAG01301_bin.34	19206	77622	45597	74300	32872	53264	75528	450692	48151	3501	24647	0	27968	26876	58159	26962	33679	510922	0	84076	14878	41523	91565	6274	19077	40101	29581	52935	4561	134492	465272	99367	93073	84731
MAG01301_bin.36	8133	0	7478	0	9053	9801	6374	27433	0	1358	3330	4732	10990	52566	8748	85459	11167	500023	0	7132	1697	6223	9742	3924	1962	77938	4024	73892	8815	10028	6261	9983	3932	10271
MAG01301_bin.37	10295	1350	691976	5638	1007	1675	0	3730	7613	0	2234	0	0	50743	6695	27849	0	714953	0	0	199	0	233934	1333	0	1954	0	915691	3540	0	20899	3274	6416	0
MAG01301_bin.38	0	1887	40523	0	255	0	204	14468	948	0	137	0	0	0	38461	0	0	107572	0	0	632	0	38128	0	735	900	0	0	155	3782	0	158	961	213
MAG01301_bin.40	1978	5865	0	1470	3105	2845	0	6502	0	0	0	1922	0	5395	1880	1572	2361	343991	0	0	561	2002	136690	0	1218	16034	0	25721	3779	0	1506	0	794	3847
MAG01301_bin.41	59906	102702	1279375	23740	2140	26493	62702	626579	58236	0	64998	0	0	14167	1113506	25797	6933	2235354	0	50563	25339	21707	1160086	1023	0	128600	56538	737021	0	14082	7957	52153	39108	7774
MAG01302_bin.11	503048	281623	527560	107002	36052	187316	228509	126215	114274	53083	148473	0	93235	116369	428000	3833955	41330	515608	6082	159056	225858	56090	909821	73109	193520	448098	190662	731805	60725	91148	102722	94102	85619	218830
MAG01302_bin.15	21502	0	3504	0	0	0	0	18444	0	0	0	0	0	22879	50868	126581	0	38382	0	0	0	0	184982	0	37	86954	0	2164	0	0	0	24	0	15
MAG01302_bin.21	437654	579182	194028	184467	16682	210414	420320	139337	406611	13691	447548	0	18072	86176	246176	2755958	48818	136539	0	279079	130189	122536	233644	10820	22712	809066	277022	164209	9367	72765	51774	336336	268931	52839
MAG01302_bin.22	51820	0	5227	10189	7855	10668	7474	46535	6101	0	3967	22027	8613	65434	111180	2801945	14745	47342	0	8372	1728	7719	38548	3847	0	18120	5015	46591	9781	8237	7992	8977	5584	12018
MAG01302_bin.2	18668	0	3281	14111	7152	31096	8368	339167	2974	4639	6704	1677	1922	38527	20970	1591289	10304	34091	298	6001	0	0	10385	2703	291	0	0	14559	8469	6833	3722	16455	5652	2816
MAG01302_bin.7	8345	2334	2527567	1638	1726	1934	1923	4993	0	774	0	0	4031	24818	1556555	362854	2922	14100	0	1129	0	3491	59179	0	1119	2382	0	52555	2987	0	2432	1699	987	2569
MAG01303_bin.10	5028	3308	29045	5669	3008	0	2715	100250	0	1626	1481	0	0	559120	5831	3061	3509	36965	0	0	1187	7430	93182	0	1508	13968	0	9016	2583	3680	1967	3302	1319	3277
MAG01303_bin.13	293722	124092	278057	33731	0	26355	138955	67034	31687	21091	50028	0	34520	363087	338151	371226	3712	186300	2790	80783	94789	15393	573042	31029	71245	301301	94535	528646	18148	27944	22298	19065	15507	74302
MAG01303_bin.17	736373	1212	43881	3221	0	1449	884	255715	491	909	0	2873	2713	665701	1338234	10840119	0	1129458	0	483	0	889	965223	0	357	493136	593	187868	1420	1903	938	1693	0	1939
MAG01303_bin.22	37097	9970	2685	0	6432	6022	3798	25950	0	3083	2315	0	2312	80091	44816	2984	7393	23311	0	2315	2862	7674	23479	2552	2607	12365	2380	17896	6756	9510	0	4566	6902	8735
MAG01303_bin.23	13393	20871	8440	6939	78181	27354	8090	30297	3409	18342	6676	1310	181271	11770401	27584	10808	22196	49267	396	9612	6054	15085	61768	2923	2424	9625	8247	133579	271387	11495	4805	26051	11349	21392
MAG01303_bin.25	2109	0	2814	3984	0	4959	0	5270	3967	696	2319	0	0	1102437	4318	76009	2317	0	0	1603	1694	0	63935	0	0	3694	3620	12164	0	1634	2885	0	1130	1133
MAG01303_bin.26	0	2601	27387	1483	928	2606	787	23900	0	410	1854	0	398	354452	0	16124	1583	78024	0	0	144	5170	96176	0	423	23320	0	2879	698	0	613	1841	0	1325
MAG01303_bin.27	391344	91206	857476	187554	43314	44640	62900	247026	290249	28559	206641	0	341158	1091317	806701	78816	61230	832116	3668	231607	120680	117564	784947	170614	245259	5566340	99296	357192	69041	70195	90159	139882	62660	227655
MAG01303_bin.2	283457	394327	161997	98807	2619	125343	314155	89740	237703	4302	259144	0	4872	490687	162677	160733	26198	75945	0	371209	88281	301446	148042	1878	2220	466145	166167	103974	397	42447	14983	236006	145292	24747
MAG01304_bin.10	1461258	126898	205469	41514	8535	21240	86420	54049	50587	15331	133194	0	65472	44158	215269	312617	5797	126045	0	132622	83682	15863	465125	38372	64154	202344	82270	383944	17692	24570	26125	23654	13569	98371
MAG01304_bin.17	287093	4617	63969	0	0	12345	0	899	2492	8757	2699	0	3014	9254	6143	0	0	40112	0	2080	0	32466	3898	0	0	8547	0	8296	4204	0	10635	0	0	8109
MAG01304_bin.18	603030	9943	70326	5434	2737	1373	1661	280	4658	0	3608	0	386	0	0	390	914	180616	0	0	2296	1631	147825	293	1514	0	174	317028	0	0	6236	8285	4100	13
MAG01304_bin.19	150501	0	0	603	0	1628	0	1391	0	1052	0	1100	595	0	384	0	682	1051	0	0	0	0	429	0	0	514	0	933	0	0	323	396	195	325
MAG01304_bin.21	313552	0	0	0	19	0	0	14045	0	0	0	0	0	9	0	0	121741	0	0	0	0	32	0	0	0	0	0	0	0	687	0	0	0	17
MAG01304_bin.28	573188	10896	648440	17027	14277	15903	7122	71999	0	5649	4429	3636	13093	100608	522089	671747	0	413450	0	4315	4910	4660	65493	4123	2522	661280	5151	317686	7823	11781	9095	12017	4431	14558
MAG01304_bin.2	186985	0	0	0	10	0	0	0	15511	0	0	0	0	18434	0	0	0	84536	0	0	0	0	169717	3832	0	0	0	176158	0	0	0	0	0	0
MAG01304_bin.31	361808	15640	6616	4711	15941	12837	20851	8332	0	8495	3211	1370	5938	10064	14158	4874	95960	9757	0	1115	14118	37037	0	0	20906	20530	0	10677	23069	13820	33319	2790	14489	2998
MAG01304_bin.32	785626	0	0	0	0	0	0	10696	0	0	0	0	0	0	23337	0	63774	0	0	0	0	0	295137	0	0	0	0	0	0	336325	0	0	0	0
MAG01304_bin.41	168477	19635	15952	7409	4027	5818	7254	17530	6012	9170	0	0	0	8731	10418	0	4754	12898	0	5528	0	6214	3420	5091	30869	35754	0	0	2723	13730	10043	2503	20234	3525
MAG01304_bin.8	543778	144202	59477	43161	21275	61644	80838	86377	195183	9650	102381	0	10434	34938	105987	1858	5718	75095	0	141839	67898	146268	44504	12828	0	136296	358180	143466	1231	21984	96645	111522	146652	51679
MAG01305_bin.11	1202	0	1391	884	5842	0	967	0	0	0	0	208	1733	11320	0	0	707	1542905	0	0	277	789	0	0	243	0	0	216395	3898	5027	0	688	0	600
MAG01305_bin.12	567668	81674	34132	91278	173656	84541	146031	87554	9826	45144	90631	0	281575	96990	162971	2684	10787	46764	0	70628	233647	87286	156452	10715	1026	74302	12612	993208	0	353245	186503	47507	69976	266730
MAG01305_bin.27	0	8333	25166	6928	7112	8049	4928	315098	1749	3505	0	12839	7842	155595	27080	39134	9230	85568	0	6956	2908	13762	81665	1440	0	11078	5884	342337	3860	9833	0	6525	3309	2974
MAG01305_bin.29	0	60892	0	159	0	5860	88118	0	0	21639	34318	1372	0	234	0	0	12001	1626	0	5903	0	911	685	0	0	261	27204	73508	2920	0	2661	0	3094	20464
MAG01305_bin.2	164446	24439	31996	0	7837	16416	34797	43425	7016	0	0	0	0	21792	4161	0	3732	7933	4722	7281	5151	4321	15245	0	0	2792	0	289071	6127	6781	8238	8477	33678	8110
MAG01305_bin.31	332977	10136	13970	26442	972	6676	3553	0	9847	10552	0	0	0	202147	3070	0	29676	655447	0	1034	6911	8021	256547	1405	2969	16437	2053	824709	1211	13649	12796	0	5393	2968
MAG01305_bin.33	0	4791	6416	3869	9828	0	1712	2225182	0	0	1285	1813	3315	32833	8601	12974	5192	81342	0	0	1540	4879	43556	0	753	1982	0	6050742	2743	0	1289	3143	0	1858
MAG01305_bin.34	0	143	0	28578	0	517	0	43969	0	290	0	0	184	5687	17262	97	0	20828	0	0	40	0	950	0	71	47287	0	108760	0	22221	0	165	0	139
MAG01305_bin.4	0	0	342	1030	291	195	0	147	0	16548	0	0	0	118	0	0	0	127	0	0	417	0	131	382	0	702	1680	73218	0	516	0	2294	0	246
MAG01305_bin.7	2836	0	0	185	0	1127	0	851	0	0	0	0	0	196421	0	215	0	40367	0	0	178	0	111354	0	73	3765	0	870339	0	0	379	0	0	98
MAG01305_bin.8	20525	290090	23422	305134	2832	175195	0	178064	103823	1130	0	0	4636	3124	95840	0	1105	388000	0	32040	0	3394	0	1561	0	1758	16444	317990	385	5524	3518	278785	343945	133146
MAG01832_bin.101	0	13122	1706	0	757	1944	67348	2483	3050	6015	40455	3616	1735	0	50	0	12691	1400	0	16295	47624	6026	0	4134	0	172	0	1611	4444	5361	1573	29348	89332	137
MAG01832_bin.102	0	0	0	27151	936	32787	133475	40859	0	24	0	0	0	85	112964	0	0	0	0	0	0	75	0	0	10875	90	268364	0	0	37030	28143	0	99330	27
MAG01832_bin.105	0	331331	6699	907	2102	3241	0	8443	0	141124	937	0	631849	2921	0	1142	17286	0	0	156364	0	596	0	0	1253	284	275937	18668	4551	1041	22652	1470	44286	708
MAG01832_bin.106	0	66144	188	392	7309	999	93318	0	1252	26473	3013	0	158333	399	0	512	0	453	0	0	4116	0	925	0	0	250	17358	0	79237	0	10564	7830	10041	671
MAG01832_bin.107	394	39730	1229	2983	2834	969	118315	0	11663	13748	0	2555	2763	0	1115	0	1754	0	0	45115	2949	0	359	24874	794	965	164569	0	6183	1563	1687	0	1091	1123
MAG01832_bin.110	194	92481	9452	1582	1102	690	24930	43782	688	31031	5513	0	67268	1025	0	0	0	1461	0	2787	182	0	192	0	132	2766	0	0	37664	12943	0	1327	4820	161
MAG01832_bin.114	0	104704	0	0	405	0	160638	0	0	21930	0	595	0	0	63	0	15545	0	3400	0	0	50	0	0	27054	191	0	187	0	504	184	0	144	120976
MAG01832_bin.116	0	98955	0	63	28423	0	0	484	0	0	0	0	78701	0	0	0	0	0	0	0	10	0	0	0	4191	0	0	0	16223	993	0	0	15	38
MAG01832_bin.117	0	50529	0	65133	5835	14446	69175	0	67243	0	158753	0	0	397	1772	14104	8749	1892	2431	99267	26364	8794	0	3483	5060	185	2748	0	13487	15789	10620	19267	5106	245
MAG01832_bin.119	21052	191533	33740	12552	0	2560	17486	16023	18944	14967	14297	0	0	19969	22134	0	7129	58102	0	16614	1442	1232	0	12011	3871	13172	11503	0	0	31012	36893	0	66367	403
MAG01832_bin.11	0	9763	90	0	37136	0	78687	0	847	6190	3454	281	35482	0	22	0	18	0	356	3130	20139	0	0	0	637	0	0	98	24373	954	1614	22251	21823	23
MAG01832_bin.122	3696	594	0	199	0	255	0	267	0	0	0	0	177	190	0	0	0	783	0	0	77	0	121	53636	0	593	0	0	118895	0	123	0	112	112174
MAG01832_bin.125	195	1192	0	603	1184	1072	365516	984	0	4889	86053	97	110058	0	515	0	489	0	1027	26482	0	315	0	12416	0	292	60456	952	14721	0	4981	21329	10802	788
MAG01832_bin.127	1972	344448	3778	2946	4403	80680	97698	8732	1310	23436	2800	1282	8023	6787	4204	7562	3716	3724	187	0	0	7867	6799	925	1722	0	4074	6823	26715	8060	42275	3765	0	2955
MAG01832_bin.129	295	0	371	0	384	0	29359	395	0	0	22825	0	729	382	791	0	0	646	184	12234	3965	0	283	0	0	346	33405	0	515	181	0	32218	6222	20738
MAG01832_bin.131	17118	37716	0	5610	25165	94	6784	23206	3746	9756	27328	0	0	2584	2613	0	0	0	0	2301	0	0	7390	977	0	0	0	38751	6242	21789	22211	1795	14957	14
MAG01832_bin.132	991	27648	9603	0	16835	0	61737	1070	6930	2270	18711	0	3920	0	309	0	0	403	0	9091	4768	0	168	10233	965	0	22660	793	10085	10024	1417	29687	6511	19094
MAG01832_bin.133	284	37185	0	482	6240	0	332940	67477	0	2170	0	0	47645	0	306	297	0	759	0	14530	12598	0	517	0	0	347	0	1371	107809	1093	924	1656	27371	344
MAG01832_bin.134	19704	109584	0	1428	1134	2123	152864	1951	0	25120	398358	0	77465	3645	3686	0	0	12822	0	15561	0	1747	6202	0	45353	3020	36255	10635	60782	73307	9851	269611	21701	884
MAG01832_bin.135	12738	6411	0	0	0	7637	0	0	6697	0	247	0	0	0	0	0	0	0	161	11504	38082	0	5004	0	0	14128	0	0	0	118	0	0	41369	0
MAG01832_bin.136	0	18802	0	20607	7190	10976	20640	0	472	1881	0	0	0	299	2800	0	0	0	0	8607	0	2803	0	417	0	0	191	0	10835	8676	6694	33353	35053	11246
MAG01832_bin.137	9206	74217	1144	38571	0	3183	15575	3636	114905	2679	28577	182	10636	8085	2673	881	6381	0	0	82144	5708	19084	2112	4641	15070	5682	20243	1831	10283	0	7664	77639	7306	65583
MAG01832_bin.138	8646	24660	5940	42785	39956	10617	13689	3762	14793	2865	36621	0	27954	10158	19894	0	46705	6709	0	1920	11679	15055	3429	37136	69291	0	10536	0	283	30431	41142	121379	27843	130
MAG01832_bin.139	22629	45714	13800	18099	8210	30941	11144	2363	14381	6972	52456	0	11309	31221	14010	0	14265	1936	0	13338	19029	11813	2015	5836	0	698	0	0	4303	2224	19832	13482	4841	53
MAG01832_bin.13	7601	40405	2534	24646	5381	2219	53210	5750	14497	3525	11140	0	37579	10939	4271	0	14864	43476	0	25977	6948	11272	0	11756	15054	12199	22791	6181	22489	15415	40096	2343	17232	48758
MAG01832_bin.140	3618	237951	42265	184210	81095	60350	196542	58679	68817	582	31464	0	3026	59293	117059	0	66167	13940	0	149044	0	55399	120892	0	2864	41304	44440	15044	0	20030	63549	12555	266080	253830
MAG01832_bin.141	0	2630	0	8471	0	4868	65904	195	7928	590	1064	0	290	0	480	0	990	0	251	3844	6064	1151	1008	2425	196	0	807	0	396	1192	0	68464	66445	23730
MAG01832_bin.143	2773	27976	0	698	10611	1729	0	813	2621	0	12977	0	17438	5493	0	0	897	8166	198	3629	0	0	271	0	0	336	46732	6912	18462	0	11388	18867	0	10125
MAG01832_bin.144	0	4094	4334	429448	221134	20267	0	580	0	406	0	0	0	2980	144946	0	1470	0	0	39153	298	1002	0	194	792023	0	300	0	169923	290	274807	397774	1033	74
MAG01832_bin.145	0	0	0	0	0	0	0	0	0	0	0	0	310779	0	0	14	0	0	0	0	0	0	0	0	0	3	0	5	4508	0	0	0	0	0
MAG01832_bin.147	285	964	0	115783	5140	33541	7833	0	196	936	0	0	0	0	588	0	10053	293	0	0	0	976	91	0	130331	0	210	0	43533	9156	68682	189357	1041	43
MAG01832_bin.153	9234	53903	5718	0	10808	9914	33858	4904	33794	8106	35691	0	4384	14397	25389	2840	5634	13609	934	51598	1686	19272	4843	9512	34315	9008	16415	5207	21289	4262	7114	18708	7934	13465
MAG01832_bin.154	195	0	254	294	0	678	288	690	0	288	0	295372	0	503	0	746	0	795	0	0	0	484	0	0	0	184	0	506	0	420	387	0	309	410
MAG01832_bin.155	0	23	98	0	23	0	32	0	0	0	17	155115	0	26	0	0	0	34	0	0	0	0	0	0	0	0	0	0	40	0	20	0	16	25
MAG01832_bin.156	0	148332	1413	0	0	6966	0	0	55	0	0	0	0	20	0	0	184	0	0	0	282	0	27	0	0	90	0	0	13	0	0	76	0	3
MAG01832_bin.15	0	16017	7636	0	927	6977	0	9294	10054	0	2746	0	10819	8123	21616	0	10964	24577	0	0	14	1806	1929	0	2618	0	1056	22161	10277	7301	1713	11084	0	113001
